title,content,author,post_time,reply_count,push_count,boo_count,url,article_id,category,tags,is_hot,text,data_quality_score,crawl_time,source
[問卦] 為啥113年十大死因第一的癌症又是肺癌?,"剛剛晚餐看新聞
說113年的十大死因出來惹
第一還是癌症
然後還是氣管、支氣管和肺癌相關的癌症第一名

我就在想
為啥台灣氣管、支氣管和肺癌相關的癌症
會是第一名中的第一名啊
煮菜的比例越來越低耶
有沒有八卦?


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.171.227.181 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750075716.A.52A.html",ptt987654321 (大谷躺平),2025-06-16T20:08:34,20,8,3,https://www.ptt.cc/bbs/Gossiping/M.1750075716.A.52A.html,ptt_f7eedac025c0,,[],False,"[問卦] 為啥113年十大死因第一的癌症又是肺癌? 剛剛晚餐看新聞
說113年的十大死因出來惹
第一還是癌症
然後還是氣管、支氣管和肺癌相關的癌症第一名

我就在想
為啥台灣氣管、支氣管和肺癌相關的癌症
會是第一名中的第一名啊
煮菜的比例越來越低耶
有沒有八卦?


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.171.227.181 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750075716.A.52A.html",1.0,2025-06-16T20:37:21.736307,PTT
[新聞] 館長返台急喊反罷免 沈伯洋酸「這類人怕,"1.媒體來源:

民視

2.記者署名:

黃于庭

3.完整新聞標題:

館長返台急喊反罷免 沈伯洋酸「這類人怕投票」：台灣不是共產黨的

民進黨立委沈伯洋父親日前捲入「賺紅錢」風波，被指長期與中國有商業往來，遭到中國
國台辦大動作「制裁懲戒」。沈伯洋今（16）日發文「共產黨準備阻止大罷免，台灣還有
多少時間」，表示國民黨配合中共攻擊、造謠，而罷免是為了剷除那些毀憲亂政的立委，
更強調此行動重點是「台灣不是共產黨的」。

沈伯洋表示，他平常的工作就是推動國安事務，然而遭到中國官媒抹黑、國台辦一年發動
四次「制裁」，國民黨也配合中共攻擊、造謠圍剿。

沈伯洋提到，國民黨副主席夏立言每次去中國，回來都不敢講那麼明白，不過前幾日網紅
「館長」前往中國，受訪直說要「阻止大罷免」，沈更酸「出發前罵我，到中國繼續罵我
，回台灣還是在罵我」。

沈伯洋說，這場罷免是為了剷除毀憲亂政、護航中共、背叛選民的立委們，那些面對罷免
的立委，應該出來回應民意，然而他們選擇配合中共敘事、對罷團發動攻擊、用地方政府
阻撓罷免，甚至找館長轉移焦點。認為這些人嘴上喊民主，實際上卻最怕人民投票。

沈伯洋以「共產黨準備阻止大罷免，台灣還有多少時間」發文，他說國民黨跟共產黨怕的
，就是大家手上那一票，「館長說台灣不是民進黨的，廢話，這誰不知道？」，他強調，
這次罷免行動真正的重點是「台灣不是共產黨的」。
https://www.ftvnews.com.tw/news/detail/2025616W0184

※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.228.116.98 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750075754.A.BB8.html",alex1987 (基努李維),2025-06-16T20:09:12,65,11,16,https://www.ptt.cc/bbs/Gossiping/M.1750075754.A.BB8.html,ptt_07e1f262ce27,,[],True,"[新聞] 館長返台急喊反罷免 沈伯洋酸「這類人怕 1.媒體來源:

民視

2.記者署名:

黃于庭

3.完整新聞標題:

館長返台急喊反罷免 沈伯洋酸「這類人怕投票」：台灣不是共產黨的

民進黨立委沈伯洋父親日前捲入「賺紅錢」風波，被指長期與中國有商業往來，遭到中國
國台辦大動作「制裁懲戒」。沈伯洋今（16）日發文「共產黨準備阻止大罷免，台灣還有
多少時間」，表示國民黨配合中共攻擊、造謠，而罷免是為了剷除那些毀憲亂政的立委，
更強調此行動重點是「台灣不是共產黨的」。

沈伯洋表示，他平常的工作就是推動國安事務，然而遭到中國官媒抹黑、國台辦一年發動
四次「制裁」，國民黨也配合中共攻擊、造謠圍剿。

沈伯洋提到，國民黨副主席夏立言每次去中國，回來都不敢講那麼明白，不過前幾日網紅
「館長」前往中國，受訪直說要「阻止大罷免」，沈更酸「出發前罵我，到中國繼續罵我
，回台灣還是在罵我」。

沈伯洋說，這場罷免是為了剷除毀憲亂政、護航中共、背叛選民的立委們，那些面對罷免
的立委，應該出來回應民意，然而他們選擇配合中共敘事、對罷團發動攻擊、用地方政府
阻撓罷免，甚至找館長轉移焦點。認為這些人嘴上喊民主，實際上卻最怕人民投票。

沈伯洋以「共產黨準備阻止大罷免，台灣還有多少時間」發文，他說國民黨跟共產黨怕的
，就是大家手上那一票，「館長說台灣不是民進黨的，廢話，這誰不知道？」，他強調，
這次罷免行動真正的重點是「台灣不是共產黨的」。
https://www.ftvnews.com.tw/news/detail/2025616W0184

※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.228.116.98 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750075754.A.BB8.html",1.0,2025-06-16T20:37:24.358356,PTT
[問卦] 末日到來哪種人可以活比較久啊,"如題

1.  經常健身，有大肌肌的人

2.  不健身，不運動的肥宅

3.  規律運動的人

版上有這方面專家嗎


Sent from nPTT on my iPhone 12


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.227.76.204 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750075824.A.47F.html",littrabble (littrabble),2025-06-16T20:10:22,19,9,1,https://www.ptt.cc/bbs/Gossiping/M.1750075824.A.47F.html,ptt_c090a1da2972,,[],False,"[問卦] 末日到來哪種人可以活比較久啊 如題

1.  經常健身，有大肌肌的人

2.  不健身，不運動的肥宅

3.  規律運動的人

版上有這方面專家嗎


Sent from nPTT on my iPhone 12


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.227.76.204 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750075824.A.47F.html",1.0,2025-06-16T20:37:25.748719,PTT
[新聞]《看不見的國家》好口碑賣破500萬 網曬票,"1.媒體來源:
自由時報

2.記者署名:
鍾志均

3.完整新聞標題:

《看不見的國家》好口碑賣破500萬 網曬票根高呼「合法亮票」

4.完整新聞內文:
https://i.imgur.com/uyfoh75.jpeg
《看不見的國家》導演葛靜文（左）、前總統蔡英文。（海鵬提供）

〔記者鍾志均／台北報導〕紀錄片《看不見的國家》以台灣首位女性總統蔡英文為核心，
口碑延燒全台，13日在台上映後，首週末票房賣破480萬，為滿座率冠軍，今（16）票房
持續衝刺，至截稿前已飆破500萬，後勢看好。

《看不見的國家》由美國導演葛靜文執導，記錄台灣從威權體制走向民主轉型、性別平權
、同婚合法化、台灣人身分認同的發展過程，讓世界看見台灣。
https://i.imgur.com/n27ySH7.jpeg
影迷秀出台北、台南、新竹、台中戲院售票情況，幾乎場場爆滿。（翻攝自臉書）

許多影迷自發性在社群發布感想、截圖戲院全滿的畫面，並曬出票根高喊「合法亮票」，
引來網友熱議；有人分享平日一早的新店裕隆城電影院9成滿，電影無冷場，不時被感動
到，也有網友直呼「奇蹟總會發生在我們這個寶島的」、「想要二刷、三刷，看很多遍」
。

住在彰化南投的影迷則哀號看電影只能去台中，《看不見的國家》粉專小編回覆「抱歉讓
大家舟車勞頓，由於是紀錄片戲院安排總是不及好萊塢大片」，表示會繼續努力，也要有
賴觀眾繼續支持。
https://i.imgur.com/H5sVPYc.jpeg
此外，另一部紀錄片《造山者－世紀的賭注》聚焦台灣首部「半導體產業」，於《看不見
的國家》同日在台上映，首週票房突破500萬，兩部電影「雙強聯手」，被影迷戲稱「台
灣也有自己的《芭本海默》。」

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://ent.ltn.com.tw/amp/news/breakingnews/5076920
6.備註:
https://i.imgur.com/H5sVPYc.jpeg

※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 42.78.211.39 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750075970.A.F35.html
※ 編輯: toebb (42.78.211.39 臺灣), 06/16/2025 20:13:20",toebb (玫瑰色鍊金術),2025-06-16T20:12:48,69,20,21,https://www.ptt.cc/bbs/Gossiping/M.1750075970.A.F35.html,ptt_a0090e38a5ee,,[],True,"[新聞]《看不見的國家》好口碑賣破500萬 網曬票 1.媒體來源:
自由時報

2.記者署名:
鍾志均

3.完整新聞標題:

《看不見的國家》好口碑賣破500萬 網曬票根高呼「合法亮票」

4.完整新聞內文:
https://i.imgur.com/uyfoh75.jpeg
《看不見的國家》導演葛靜文（左）、前總統蔡英文。（海鵬提供）

〔記者鍾志均／台北報導〕紀錄片《看不見的國家》以台灣首位女性總統蔡英文為核心，
口碑延燒全台，13日在台上映後，首週末票房賣破480萬，為滿座率冠軍，今（16）票房
持續衝刺，至截稿前已飆破500萬，後勢看好。

《看不見的國家》由美國導演葛靜文執導，記錄台灣從威權體制走向民主轉型、性別平權
、同婚合法化、台灣人身分認同的發展過程，讓世界看見台灣。
https://i.imgur.com/n27ySH7.jpeg
影迷秀出台北、台南、新竹、台中戲院售票情況，幾乎場場爆滿。（翻攝自臉書）

許多影迷自發性在社群發布感想、截圖戲院全滿的畫面，並曬出票根高喊「合法亮票」，
引來網友熱議；有人分享平日一早的新店裕隆城電影院9成滿，電影無冷場，不時被感動
到，也有網友直呼「奇蹟總會發生在我們這個寶島的」、「想要二刷、三刷，看很多遍」
。

住在彰化南投的影迷則哀號看電影只能去台中，《看不見的國家》粉專小編回覆「抱歉讓
大家舟車勞頓，由於是紀錄片戲院安排總是不及好萊塢大片」，表示會繼續努力，也要有
賴觀眾繼續支持。
https://i.imgur.com/H5sVPYc.jpeg
此外，另一部紀錄片《造山者－世紀的賭注》聚焦台灣首部「半導體產業」，於《看不見
的國家》同日在台上映，首週票房突破500萬，兩部電影「雙強聯手」，被影迷戲稱「台
灣也有自己的《芭本海默》。」

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://ent.ltn.com.tw/amp/news/breakingnews/5076920
6.備註:
https://i.imgur.com/H5sVPYc.jpeg

※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 42.78.211.39 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750075970.A.F35.html
※ 編輯: toebb (42.78.211.39 臺灣), 06/16/2025 20:13:20",1.0,2025-06-16T20:37:27.234057,PTT
[問卦] 為什麼新北人不對台北人自稱新北人,"如果是台北以外的人問新北人說你哪裡人，新北人會說我新北，不過一般也是年輕人才這樣講，老一輩的會講自己是台北人

但不管年輕人還是老一輩的，對台北人都會講自己是板橋、三重埔、新莊、永和，不會對台北人講自己是新北人

難道新北人覺得自己跟台北人同一個縣市？


Sent from JPTT on my Xiaomi 23049PCD8G.


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.10.245.197 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076152.A.D76.html",lawyer94 (背包客),2025-06-16T20:15:50,17,4,4,https://www.ptt.cc/bbs/Gossiping/M.1750076152.A.D76.html,ptt_a34cadfd8694,,[],False,"[問卦] 為什麼新北人不對台北人自稱新北人 如果是台北以外的人問新北人說你哪裡人，新北人會說我新北，不過一般也是年輕人才這樣講，老一輩的會講自己是台北人

但不管年輕人還是老一輩的，對台北人都會講自己是板橋、三重埔、新莊、永和，不會對台北人講自己是新北人

難道新北人覺得自己跟台北人同一個縣市？


Sent from JPTT on my Xiaomi 23049PCD8G.


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.10.245.197 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076152.A.D76.html",1.0,2025-06-16T20:37:29.560114,PTT
[問卦] 為什麼警察開機車違停不用先鳴笛？,"大家好，我是八卦優文子啦！

剛剛去吃新竹之光六扇門，看到警察來店面前面開罰單，因為是黃線所以警察罰站一下才
開始開單，不過完全不給店家面子內～～～

話說我看警察要開四輪大爺之前，都會先鳴笛驅趕，才會開始慢慢吞吞的準備開單，那為
什麼機車不用呢，都是直接到定點後馬上開始開單
https://i.imgur.com/7AY4JPQ.jpeg
有沒有四輪大爺爽開雙黃燈下車買便當飲料的八卦？


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.161.130.7 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076211.A.109.html
※ 編輯: callhek (1.161.130.7 臺灣), 06/16/2025 20:17:12
因為不是我被開單啊 ^_^",callhek (貓貓仲介商),2025-06-16T20:16:48,15,5,2,https://www.ptt.cc/bbs/Gossiping/M.1750076211.A.109.html,ptt_07c27187d63f,,[],False,"[問卦] 為什麼警察開機車違停不用先鳴笛？ 大家好，我是八卦優文子啦！

剛剛去吃新竹之光六扇門，看到警察來店面前面開罰單，因為是黃線所以警察罰站一下才
開始開單，不過完全不給店家面子內～～～

話說我看警察要開四輪大爺之前，都會先鳴笛驅趕，才會開始慢慢吞吞的準備開單，那為
什麼機車不用呢，都是直接到定點後馬上開始開單
https://i.imgur.com/7AY4JPQ.jpeg
有沒有四輪大爺爽開雙黃燈下車買便當飲料的八卦？


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.161.130.7 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076211.A.109.html
※ 編輯: callhek (1.161.130.7 臺灣), 06/16/2025 20:17:12
因為不是我被開單啊 ^_^",1.0,2025-06-16T20:37:30.654419,PTT
[問卦] 為什麼突然很多人一直炒作避難包？,"之前根本沒聽過有人在討論

怎麼突然一堆人在吵要準備避難包？

是發生什麼大事情

為什麼突然很多人一直炒作避難包阿？


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 180.146.97.71 (日本)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076371.A.648.html",XDGEE (XDGEE),2025-06-16T20:19:29,23,11,1,https://www.ptt.cc/bbs/Gossiping/M.1750076371.A.648.html,ptt_a60a440c85f0,,[],False,"[問卦] 為什麼突然很多人一直炒作避難包？ 之前根本沒聽過有人在討論

怎麼突然一堆人在吵要準備避難包？

是發生什麼大事情

為什麼突然很多人一直炒作避難包阿？


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 180.146.97.71 (日本)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076371.A.648.html",1.0,2025-06-16T20:37:32.765708,PTT
Re: [問卦] 末日到來哪種人可以活比較久啊,"※ 引述《littrabble (littrabble)》之銘言：
: 如題
: 1.  經常健身，有大肌肌的人
: 2.  不健身，不運動的肥宅
: 3.  規律運動的人
: 版上有這方面專家嗎
我是不知道末日活久點要做啥? 末日活得越久 大概只是死得越痛苦

  YY小說的情節別想太多  末日就你過好日子的事情大概率不存在

  以末日沒發生的場景來說

  1.百歲以上的老人沒啥有大肌肌的

    大肌肌在人類演化上算非常態  得非常努力或用藥物  相對壽命一般不太長

  2.完全不運動的肥宅

    人類用進廢退的傾向非常嚴重  躺床上半年不下地走  腿可能就接近廢了

    超過200公斤的肥宅  活過50歲都算難得

  3.規律運動  超過百歲還能生活自理的人  不見得上健身房  但都常活動


                       活得舒服    笑著離開

                   永言配命  自求多福     人終有一死

          吃好  睡飽  多動  少勞  五穀雜糧加蔬菜  運動加樂觀


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.232.112.3 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076371.A.824.html",opm (想當好命寵物貓的鏟屎官),2025-06-16T20:19:28,0,0,0,https://www.ptt.cc/bbs/Gossiping/M.1750076371.A.824.html,ptt_5580c04ff9cf,,[],False,"Re: [問卦] 末日到來哪種人可以活比較久啊 ※ 引述《littrabble (littrabble)》之銘言：
: 如題
: 1.  經常健身，有大肌肌的人
: 2.  不健身，不運動的肥宅
: 3.  規律運動的人
: 版上有這方面專家嗎
我是不知道末日活久點要做啥? 末日活得越久 大概只是死得越痛苦

  YY小說的情節別想太多  末日就你過好日子的事情大概率不存在

  以末日沒發生的場景來說

  1.百歲以上的老人沒啥有大肌肌的

    大肌肌在人類演化上算非常態  得非常努力或用藥物  相對壽命一般不太長

  2.完全不運動的肥宅

    人類用進廢退的傾向非常嚴重  躺床上半年不下地走  腿可能就接近廢了

    超過200公斤的肥宅  活過50歲都算難得

  3.規律運動  超過百歲還能生活自理的人  不見得上健身房  但都常活動


                       活得舒服    笑著離開

                   永言配命  自求多福     人終有一死

          吃好  睡飽  多動  少勞  五穀雜糧加蔬菜  運動加樂觀


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.232.112.3 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076371.A.824.html",1.0,2025-06-16T20:37:34.449506,PTT
Re: [問卦] 台股還在22000你有跟我說戰爭快來了？,"※ 引述 《gn7722 (腳很痛)》 之銘言：
: 標題: [問卦] 台股還在22000你有跟我說戰爭快來了？
: 時間: Mon Jun 16 20:00:10 2025
:
: 我真的覺得要騙也要騙真一點
:
: 只要有任何戰爭跡象
:
: 甚至風聞
:
: 甚至用猜的
:
: 台股都會血崩崩死崩到你懷疑人生
:
: 台股現在這走法
:
: 還有那個匯率
:
: 台幣這麼強
:
: 你告訴我有可能有戰爭
:
看一下脆上
講到戰爭、避難包
後面都會找機會接大罷免
講穿了，就只是拉票手段
騙騙低能智障的手段啦
詐騙島，不意外


Sent from my Google Pixel 7 Pro
○
PiTT
//
PHJCI

※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.228.68.233 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076380.A.7EC.html",amilkamilk (我要成為幹話王),2025-06-16T20:19:37,0,0,0,https://www.ptt.cc/bbs/Gossiping/M.1750076380.A.7EC.html,ptt_7bc51e7bd6e3,,[],False,"Re: [問卦] 台股還在22000你有跟我說戰爭快來了？ ※ 引述 《gn7722 (腳很痛)》 之銘言：
: 標題: [問卦] 台股還在22000你有跟我說戰爭快來了？
: 時間: Mon Jun 16 20:00:10 2025
:
: 我真的覺得要騙也要騙真一點
:
: 只要有任何戰爭跡象
:
: 甚至風聞
:
: 甚至用猜的
:
: 台股都會血崩崩死崩到你懷疑人生
:
: 台股現在這走法
:
: 還有那個匯率
:
: 台幣這麼強
:
: 你告訴我有可能有戰爭
:
看一下脆上
講到戰爭、避難包
後面都會找機會接大罷免
講穿了，就只是拉票手段
騙騙低能智障的手段啦
詐騙島，不意外


Sent from my Google Pixel 7 Pro
○
PiTT
//
PHJCI

※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.228.68.233 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076380.A.7EC.html",1.0,2025-06-16T20:37:37.390186,PTT
"Re: [問卦] python課程18小時,java卻要6個月???","我想說
很多人講Python 好學
那是因為市面上的書，很多都只講應用方法

但是你如果仔細推敲
你就會發現那些告訴你如何速成的書
其實是因為裡頭隱含的參數，或屬性
「根本全部跳過不講」

所以才感覺學的很快

但這樣想問題常常想不清楚

你如果把Python 每一層語法都拆開來想

也是要花很多時間的啦


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.140.223.198 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076414.A.FC7.html",pennyleo (今朝有酒今朝醉),2025-06-16T20:20:12,0,0,0,https://www.ptt.cc/bbs/Gossiping/M.1750076414.A.FC7.html,ptt_5ffc7d11d4ad,,[],False,"Re: [問卦] python課程18小時,java卻要6個月??? 我想說
很多人講Python 好學
那是因為市面上的書，很多都只講應用方法

但是你如果仔細推敲
你就會發現那些告訴你如何速成的書
其實是因為裡頭隱含的參數，或屬性
「根本全部跳過不講」

所以才感覺學的很快

但這樣想問題常常想不清楚

你如果把Python 每一層語法都拆開來想

也是要花很多時間的啦


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.140.223.198 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076414.A.FC7.html",1.0,2025-06-16T20:37:40.235243,PTT
"Re: [新聞] 上課不專心遭師告誡! 高一男嗆""看著辦""亮",":
https://reurl.cc/o8k9oQ
: 疑似上課分心，在場邊吹電扇。陳姓體育老師口頭告誡後，
: 沒想到這名學生，突然大喊一句「你看著辦」接者走向一旁的書包，
: 並拿出一把水果刀，作勢揮砍，全班同學看見這一幕全都嚇傻了，
可以原諒他媽??

我想他應該不是故意的

我覺得老師在教育學生方面 應該還要給學生留點尊嚴

人家也不就做旁邊吹電風扇而已 又不是吃牛排

與你何干

妨礙到你什麼了??

你在那邊機機歪歪 也難怪學生拉不下臉

因為毀人尊嚴等同殺人父母

尤其年輕氣盛 他拿刀只是想表達情緒而已

但他根本就沒有做出傷人的行為

所以

是不是我們就這麼算了

原諒他

好嗎??


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 125.230.244.231 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076440.A.36D.html",assassinASHE (assassinASHE),2025-06-16T20:20:37,4,0,1,https://www.ptt.cc/bbs/Gossiping/M.1750076440.A.36D.html,ptt_5b19922e077a,,[],False,"Re: [新聞] 上課不專心遭師告誡! 高一男嗆""看著辦""亮 :
https://reurl.cc/o8k9oQ
: 疑似上課分心，在場邊吹電扇。陳姓體育老師口頭告誡後，
: 沒想到這名學生，突然大喊一句「你看著辦」接者走向一旁的書包，
: 並拿出一把水果刀，作勢揮砍，全班同學看見這一幕全都嚇傻了，
可以原諒他媽??

我想他應該不是故意的

我覺得老師在教育學生方面 應該還要給學生留點尊嚴

人家也不就做旁邊吹電風扇而已 又不是吃牛排

與你何干

妨礙到你什麼了??

你在那邊機機歪歪 也難怪學生拉不下臉

因為毀人尊嚴等同殺人父母

尤其年輕氣盛 他拿刀只是想表達情緒而已

但他根本就沒有做出傷人的行為

所以

是不是我們就這麼算了

原諒他

好嗎??


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 125.230.244.231 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076440.A.36D.html",1.0,2025-06-16T20:37:43.131462,PTT
[新聞] 黑熊雨衣、水壺「加了沈伯洋台灣價值」？,"1.媒體來源:

中時

2.記者署名:

祝潤霖

3.完整新聞標題:

黑熊雨衣、水壺
「加了沈伯洋台灣價值」
？翻N倍賣價格曝

4.完整新聞內文:

民進黨立委沈伯洋鼓吹抗中保台，曾喊
「所有的交流都是統戰」
，卻被爆其父在大陸經商
，遭質疑搞雙標。館長15日結束訪陸行程回台時，聽到沈伯洋評語稱「大陸人再好都沒意
義」，嗤之以鼻。
近日有人比價發現，沈創辦的黑熊學院商品，雨衣賣1580，水壺賣1280
，直酸台灣價值好賺。
粉專「鎖綠鴉」今(16日)分享一則影片，只見畫面中一名男子直呼：想要知道台灣價值怎
麼賺錢嗎？他搜到黑熊學院商品，「我們的沈立委，台灣價值雨衣賣1580元（新台幣）！
知道它為什麼貴嗎？因為它加了台灣價值！」商品標示為「2in1，天幕斗篷雨衣」。

該男子轉而對照大陸的阿里電商「1688」，「長得是不是一模一樣！多少？一件起批，我
們抓個最貴43元（人民幣），乘以4.6好了，
一件200元（新台幣）有找（約197.8元），
他賣你1580！你就知道台灣價值可以加多少倍在賣囉？
」他提到，其他（如蝦皮）賣家就
是翻3倍賣。

不只如此，他又點出「台灣價值過濾水壺1280元」，還強調「台灣研發製造」？食品級，
不含雙酚A。再對照1688上面的價格，長得一模一樣，也可以折疊，價格「一件起批18元
（人民幣）」，乘以4.6，82.8元（新台幣）而已！一百塊都不用，所以知道台灣價值多
好賺？加個LOGO即可。

網友表示「青鳥怎麼整天被自己人割韭菜」、「賺了貿易商價差，還要再賺民主的價差」
、「只有青鳥和黑熊才會買」、「相信Puma」、「老爸做貿易差，賺太慢了，加個台灣價
值隨便賺」、「沒關係，再貴青鳥都買單」、「綠色智商稅，不愧是台灣紅孩兒」、「讓
民盡黨利用殆盡！很有利用價值，就是呆灣價值」、「白癡多他就有得賺」、「笑死，比
墾丁還盤」、「MOMO一模模一樣樣功能的雨衣才賣599元」、「削翻了」。

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://www.chinatimes.com/realtimenews/20250616003843-260407?chdtv
6.備註:

抗中保臺是門好生意  現在又是美國代理人 又是紅熊

好賺好賺


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 217.178.55.241 (日本)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076504.A.F19.html",chopper594 (世界のももクロ No.1!!!),2025-06-16T20:21:40,26,10,2,https://www.ptt.cc/bbs/Gossiping/M.1750076504.A.F19.html,ptt_e023510ea69c,,[],False,"[新聞] 黑熊雨衣、水壺「加了沈伯洋台灣價值」？ 1.媒體來源:

中時

2.記者署名:

祝潤霖

3.完整新聞標題:

黑熊雨衣、水壺
「加了沈伯洋台灣價值」
？翻N倍賣價格曝

4.完整新聞內文:

民進黨立委沈伯洋鼓吹抗中保台，曾喊
「所有的交流都是統戰」
，卻被爆其父在大陸經商
，遭質疑搞雙標。館長15日結束訪陸行程回台時，聽到沈伯洋評語稱「大陸人再好都沒意
義」，嗤之以鼻。
近日有人比價發現，沈創辦的黑熊學院商品，雨衣賣1580，水壺賣1280
，直酸台灣價值好賺。
粉專「鎖綠鴉」今(16日)分享一則影片，只見畫面中一名男子直呼：想要知道台灣價值怎
麼賺錢嗎？他搜到黑熊學院商品，「我們的沈立委，台灣價值雨衣賣1580元（新台幣）！
知道它為什麼貴嗎？因為它加了台灣價值！」商品標示為「2in1，天幕斗篷雨衣」。

該男子轉而對照大陸的阿里電商「1688」，「長得是不是一模一樣！多少？一件起批，我
們抓個最貴43元（人民幣），乘以4.6好了，
一件200元（新台幣）有找（約197.8元），
他賣你1580！你就知道台灣價值可以加多少倍在賣囉？
」他提到，其他（如蝦皮）賣家就
是翻3倍賣。

不只如此，他又點出「台灣價值過濾水壺1280元」，還強調「台灣研發製造」？食品級，
不含雙酚A。再對照1688上面的價格，長得一模一樣，也可以折疊，價格「一件起批18元
（人民幣）」，乘以4.6，82.8元（新台幣）而已！一百塊都不用，所以知道台灣價值多
好賺？加個LOGO即可。

網友表示「青鳥怎麼整天被自己人割韭菜」、「賺了貿易商價差，還要再賺民主的價差」
、「只有青鳥和黑熊才會買」、「相信Puma」、「老爸做貿易差，賺太慢了，加個台灣價
值隨便賺」、「沒關係，再貴青鳥都買單」、「綠色智商稅，不愧是台灣紅孩兒」、「讓
民盡黨利用殆盡！很有利用價值，就是呆灣價值」、「白癡多他就有得賺」、「笑死，比
墾丁還盤」、「MOMO一模模一樣樣功能的雨衣才賣599元」、「削翻了」。

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://www.chinatimes.com/realtimenews/20250616003843-260407?chdtv
6.備註:

抗中保臺是門好生意  現在又是美國代理人 又是紅熊

好賺好賺


※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 217.178.55.241 (日本)
※ 文章網址:
https://www.ptt.cc/bbs/Gossiping/M.1750076504.A.F19.html",1.0,2025-06-16T20:37:44.427860,PTT
